PotID,Pot.ID.QR.Code,stripNo,BinNo,plotType,divLevel,trt,lines1,lines2,lines3,lines4,lines5,lines6,lines7,lines8,lines9,lines10,lines11,lines12,lines13,lines14,lines15,lines16,lines17,lines18,lines19,lines20,PlantNum_Initial,CanopyArea,SLA_Area,SLA_Wt,SLA,FH_Wt,FT.5.29.30.18,FT.6.4.18,FT.6.8.18,FT.6.12.18,FT.6.15.18,FT.6.19.18,FT.6.21.18,FT.6.26.18,FT.6.29.18,FT.7.6.18,FT.7.10.18,Damaged_pot,FT1001_mean,FT1001_q90,FT1001_q10,PC5dist_mean,Ngenotypes,meanKin,meanGenD,treeDiv,ecotypeid,potF2,MaxPlantNum,typePlot
1,1-A-mono-1-C,A,1,mono,1,C,CS77287,,,,,,,,,,,,,,,,,,,,1,0.1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,,42.125,42.125,42.125,8.792225748,1,7.322603124,0,0,9585,NA,2,NA
2,2-A-mono-1-C,A,1,mono,1,C,CS76836,,,,,,,,,,,,,,,,,,,,11,3.44,0.28,0.973,0.288,NA,0,0,0,0,0,0,0,0,0,0,0,damaged,72.875,72.875,72.875,4.274002269,1,7.322603124,0,0,9841,NA,11,NA
3,3-A-mono-1-C,A,1,mono,1,C,CS76360,,,,,,,,,,,,,,,,,,,,18,7.01,0.19,0.749,0.254,0.2331,0,0,0,0,0,0,0,0,0,0,0,,60.875,60.875,60.875,6.67124573,1,7.322603124,0,0,9984,NA,18,NA
4,4-A-mono-1-C,A,1,mono,1,C,CS76999,,,,,,,,,,,,,,,,,,,,19,2.85,0.14,0.438,0.32,0.2389,0,0,0,0,0,0,0,0,0,0,0,,82.25,82.25,82.25,6.971810948,1,7.322603124,0,0,9102,NA,19,NA
5,5-A-mono-1-S,A,1,mono,1,S,CS76692,,,,,,,,,,,,,,,,,,,,19,1.79,0.09,0.227,0.396,0.1565,0,0,0,0,0,0,0,0,0,0,0,,82.04166667,82.04166667,82.04166667,10.87719806,1,7.322603124,0,0,9620,NA,19,NA
6,6-A-mono-1-C,A,1,mono,1,C,CS76689,,,,,,,,,,,,,,,,,,,,19,15.81,0.11,0.64,0.172,0.4311,0,0,0,0,0,0,0,0,0,0,0,,68.875,68.875,68.875,7.883719125,1,7.322603124,0,0,9521,NA,19,NA
7,7-A-mono-1-C,A,1,mono,1,C,CS76836,,,,,,,,,,,,,,,,,,,,10,2.42,0.19,0.347,0.548,0.0931,0,0,0,0,0,0,0,0,0,0,0,,72.875,72.875,72.875,4.274002269,1,7.322603124,0,0,9841,NA,10,NA
8,8-A-pred-2-S,A,1,pred,2,S,CS76999,CS77196,,,,,,,,,,,,,,,,,,,17,0.48,NA,NA,NA,0.0301,0,0,0,0,0,0,0,0,0,0,0,,86.14583333,89.2625,83.02916667,6.232350178,2,6.642825516,0.757856848,9.014418195,NA,NA,17,Gdiv
9,9-A-mono-1-C,A,1,mono,1,C,CS77028,,,,,,,,,,,,,,,,,,,,20,10.48,0.14,0.639,0.219,0.0449,0,0,0,0,0,0,0,0,0,0,0,damaged,109,109,109,7.096443569,1,7.322603124,0,0,9084,NA,23,NA
10,10-A-mono-1-S,A,1,mono,1,S,CS77002,,,,,,,,,,,,,,,,,,,,19,1.6,0.04,0.203,0.197,0.133,0,0,0,0,0,0,0,0,0,0,0,,78,78,78,6.971810948,1,7.322603124,0,0,9105,NA,19,NA
11,11-A-mono-1-S,A,1,mono,1,S,CS78848,,,,,,,,,,,,,,,,,,,,8,0.47,0.1,0.333,0.3,0.0451,0,0,0,0,0,0,0,0,0,0,0,,81.25,81.25,81.25,5.905703184,1,7.322603124,0,0,9600,NA,8,NA
12,12-A-mono-1-C,A,1,mono,1,C,CS77002,,,,,,,,,,,,,,,,,,,,20,5.18,0.09,0.398,0.226,0.1086,0,0,0,0,0,0,0,0,0,0,0,,78,78,78,6.971810948,1,7.322603124,0,0,9105,NA,20,NA
13,13-A-pred-2-C,A,1,pred,2,C,CS76978,CS77179,,,,,,,,,,,,,,,,,,,19,8.51,NA,NA,NA,0.1128,0,0,0,1,25,50,50,50,50,50,50,,62.33333333,71.5,53.16666667,4.138328877,2,6.757932482,0.54506806,6.062294127,NA,48.52111111,20,SimClimFdiv
14,14-A-mono-1-C,A,1,mono,1,C,CS77028,,,,,,,,,,,,,,,,,,,,17,7.1,0.1,1.346,0.074,0.2597,0,0,0,0,0,0,0,0,0,0,0,,109,109,109,7.096443569,1,7.322603124,0,0,9084,NA,22,NA
15,15-A-mono-1-S,A,1,mono,1,S,CS76650,,,,,,,,,,,,,,,,,,,,17,0.44,0.05,0.133,0.376,0.0629,0,0,0,0,0,0,0,0,0,1,1,,53.75,53.75,53.75,7.110950191,1,7.322603124,0,0,9515,29.76,17,NA
16,16-A-div-10-S,A,1,div,10,S,CS76770,CS77057,CS76953,CS76572,CS76996,CS76721,CS76649,CS76999,CS76650,CS78848,,,,,,,,,,,16,0.37,NA,NA,NA,0.0461,1,0,1,0,1,1,25,25,25,25,25,,68.98333334,84.67083334,51.4125,8.13583599,10,6.334161126,1.013924432,22.8327787,NA,8.006666667,16,NA
17,17-A-mono-1-C,A,1,mono,1,C,CS76770,,,,,,,,,,,,,,,,,,,,20,13.54,0.21,0.83,0.253,0.1122,0,0,0,0,1,1,1,25,25,25,25,,66.125,66.125,66.125,5.256160687,1,7.322603124,0,0,6907,80.9,21,NA
18,18-A-mono-1-C,A,1,mono,1,C,CS76978,,,,,,,,,,,,,,,,,,,,20,16.23,0.08,0.41,0.195,0.0864,0,0,0,0,0,1,1,1,1,1,1,,73.79166667,73.79166667,73.79166667,3.964834343,1,7.322603124,0,0,9626,35,20,NA
19,19-A-div-2-C,A,1,div,2,C,CS77057,CS76979,,,,,,,,,,,,,,,,,,,19,5.85,NA,NA,NA,0.0481,0,0,0,1,25,50,50,50,50,50,50,,71.625,85.825,57.425,4.6647829,2,6.762461184,0.541614753,6.062294127,NA,31.08,19,NA
20,20-A-mono-1-C,A,1,mono,1,C,CS76886,,,,,,,,,,,,,,,,,,,,19,5.65,0.17,0.794,0.214,0.1272,0,0,0,0,0,0,0,0,0,0,0,,92,92,92,8.630416859,1,7.322603124,0,0,9543,NA,20,NA
21,21-A-mono-1-S,A,1,mono,1,S,CS76692,,,,,,,,,,,,,,,,,,,,18,6.94,0.13,0.343,0.379,0.17,0,0,0,0,0,0,0,0,0,0,0,,82.04166667,82.04166667,82.04166667,10.87719806,1,7.322603124,0,0,9620,NA,18,NA
22,22-A-div-20-S,A,1,div,20,S,CS76390,CS76770,CS77028,CS76721,CS76473,CS76650,CS77000,CS77020,CS77179,CS76769,CS76691,CS77229,CS76674,CS77004,CS76886,CS77002,CS77126,CS77057,CS76953,CS78778,20,3.5,NA,NA,NA,0.0422,0,0,1,1,25,25,25,25,25,25,25,,72.14583333,93.44583334,52.525,7.176886565,20,6.31383056,1.014083838,37.61513971,NA,27.61,20,NA
23,23-A-mono-1-C,A,1,mono,1,C,CS77033,,,,,,,,,,,,,,,,,,,,20,0.56,0.07,0.196,0.357,NA,0,0,0,0,0,0,0,0,0,0,0,,79,79,79,5.129418302,1,7.322603124,0,0,9612,NA,20,NA
24,24-A-mono-1-C,A,1,mono,1,C,CS77179,,,,,,,,,,,,,,,,,,,,20,1.56,0.13,0.1,1.3,0.0778,0,0,0,1,1,25,50,75,75,75,75,,50.875,50.875,50.875,4.311823412,1,7.322603124,0,0,9883,21.98,20,NA
25,25-A-div-2-S,A,2,div,2,S,CS77126,CS76632,,,,,,,,,,,,,,,,,,,16,0.68,NA,NA,NA,0.021,0,0,1,1,1,50,50,75,100,100,100,,56.4375,60.2875,52.5875,4.984556653,2,6.822559575,0.48039155,2.886622477,NA,30.28333333,16,NA
26,26-A-mono-1-S,A,2,mono,1,S,CS76693,,,,,,,,,,,,,,,,,,,,17,2.55,0.19,0.419,0.453,0.0054,0,0,0,0,0,0,0,0,0,1,1,,91.25,91.25,91.25,10.87719806,1,7.322603124,0,0,9621,NA,17,NA
27,27-A-mono-1-S,A,2,mono,1,S,CS76692,,,,,,,,,,,,,,,,,,,,19,2.02,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,,82.04166667,82.04166667,82.04166667,10.87719806,1,7.322603124,0,0,9620,NA,19,NA
28,28-A-pred-2-C,A,2,pred,2,C,CS76978,CS77197,,,,,,,,,,,,,,,,,,,17,1.83,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,,82.625,89.69166667,75.55833333,4.446879886,2,6.72750581,0.572730509,6.062294127,NA,NA,17,SimClimGdiv
29,29-A-mono-1-C,A,2,mono,1,C,CS76537,,,,,,,,,,,,,,,,,,,,19,1.28,0.16,0.335,0.478,0.0191,0,0,0,1,1,1,1,1,1,1,1,,54.125,54.125,54.125,10.54011462,1,7.322603124,0,0,6931,NA,19,NA
30,30-A-pred-20-S,A,2,pred,20,S,CS76854,CS77057,CS76741,CS76770,CS78778,CS78841,CS76996,CS77287,CS77387,CS76537,CS76632,CS76513,CS77179,CS76774,CS76695,CS77229,CS77001,CS76642,CS76790,CS76572,18,1.52,NA,NA,NA,0.0541,0,1,1,25,25,25,50,50,50,50,50,,58.3875,67.275,50.4,7.378016334,20,6.34476749,0.953273069,31.63691992,NA,15.11555556,18,EF
31,31-A-mono-1-S,A,2,mono,1,S,CS76739,,,,,,,,,,,,,,,,,,,,20,2.31,0.08,0.244,0.328,0.1082,0,0,0,0,0,0,0,0,0,0,0,,81.375,81.375,81.375,4.90198242,1,7.322603124,0,0,9527,NA,20,NA
32,32-A-mono-1-S,A,2,mono,1,S,CS77023,,,,,,,,,,,,,,,,,,,,15,1.93,0.12,0.509,0.236,0.0804,0,0,0,0,0,0,0,0,0,0,0,,95.75,95.75,95.75,7.734496823,1,7.322603124,0,0,9075,NA,16,NA
33,33-A-mono-1-S,A,2,mono,1,S,CS76998,,,,,,,,,,,,,,,,,,,,18,4.42,0.12,0.414,0.29,0.1106,0,0,0,0,0,0,0,0,0,0,0,,75.75,75.75,75.75,6.971810948,1,7.322603124,0,0,9100,NA,19,NA
34,34-A-pred-20-C,A,2,pred,20,C,CS77057,CS76836,CS76741,CS76998,CS77033,CS76770,CS77190,CS76958,CS76978,CS77020,CS76774,CS77229,CS78848,CS77196,CS77028,CS76409,CS76650,CS76642,CS76706,CS77126,18,5.68,NA,NA,NA,0.2111,0,1,1,1,1,1,1,25,25,25,25,,71.00416667,88.35416668,53.65,5.668904523,20,6.251193077,1.085315023,37.89931337,NA,34.09166667,18,SimClimGdiv
35,35-A-mono-1-S,A,2,mono,1,S,CS76886,,,,,,,,,,,,,,,,,,,,20,0.58,0.03,NA,NA,0.1071,0,0,0,0,0,0,0,0,0,0,0,,92,92,92,8.630416859,1,7.322603124,0,0,9543,NA,20,NA
36,36-A-div-20-C,A,2,div,20,C,CS76409,CS76632,CS76886,CS76693,CS76674,CS76958,CS77190,CS76741,CS76953,CS76642,CS76441,CS76854,CS76689,CS76650,CS76360,CS76572,CS77387,CS76721,CS76998,CS76994,18,6.12,NA,NA,NA,0.2797,1,1,1,1,25,25,25,25,25,25,25,,72.01875,91.325,53.625,7.889544356,20,6.291980641,1.012558985,37.9475859,NA,38.815,18,NA
37,37-A-mono-1-S,A,2,mono,1,S,CS76390,,,,,,,,,,,,,,,,,,,,18,1.33,0.06,0.195,0.308,0.1115,0,0,0,0,0,0,0,0,0,0,0,,79.375,79.375,79.375,6.971810948,1,7.322603124,0,0,9990,NA,18,NA
38,38-A-mono-1-S,A,2,mono,1,S,CS76706,,,,,,,,,,,,,,,,,,,,20,NA,NA,NA,NA,0.1251,1,50,50,100,100,100,100,100,100,100,100,,55.625,55.625,55.625,4.94417205,1,7.322603124,0,0,9813,38.71761905,20,NA
39,39-A-mono-1-S,A,2,mono,1,S,CS77020,,,,,,,,,,,,,,,,,,,,18,0.59,NA,NA,NA,0.0284,0,25,25,75,75,no flowers,75,75,75,75,75,,52.75,52.75,52.75,5.187052831,1,7.322603124,0,0,7213,10.69615385,18,NA
40,40-A-mono-1-S,A,2,mono,1,S,CS76642,,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,,64,64,64,6.527442179,1,7.322603124,0,0,9817,NA,0,NA
41,41-A-mono-1-C,A,2,mono,1,C,CS76642,,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,,64,64,64,6.527442179,1,7.322603124,0,0,9817,NA,0,NA
42,42-A-div-20-C,A,2,div,20,C,CS77387,CS76979,CS76674,CS77057,CS76390,CS76770,CS77001,CS77179,CS76786,CS76360,CS76953,CS76695,CS78778,CS76958,CS77000,CS76689,CS76649,CS77004,CS76998,CS76774,19,4.53,NA,NA,NA,0.1112,1,1,1,1,1,25,25,25,25,25,25,,68.71041667,83.6375,50.875,7.292267789,20,6.3368013,0.970496368,31.3288047,NA,46.875,19,NA
43,43-A-mono-1-S,A,2,mono,1,S,CS76774,,,,,,,,,,,,,,,,,,,,17,4.48,0.13,0.3,0.433,0.2528,0,0,0,0,0,0,0,0,0,1,1,,67.70833334,67.70833334,67.70833334,5.517336841,1,7.322603124,0,0,9534,NA,17,NA
44,44-A-mono-1-C,A,2,mono,1,C,CS78778,,,,,,,,,,,,,,,,,,,,19,NA,NA,NA,NA,0.132,1,50,75,75,75,75,75,100,100,100,100,,59,59,59,8.532668608,1,7.322603124,0,0,5811,46.15428571,20,NA
45,45-A-div-10-S,A,2,div,10,S,CS77004,CS76695,CS76693,CS76572,CS76979,CS77197,CS77196,CS77287,CS77190,CS77179,,,,,,,,,,,18,2.18,NA,NA,NA,0.0819,0,0,0,0,0,1,1,1,25,25,25,,73.51666667,91.27083333,50,7.82694754,10,6.298965105,1.029996007,23.99958402,NA,13.476,18,NA
46,46-A-mono-1-S,A,2,mono,1,S,CS77004,,,,,,,,,,,,,,,,,,,,13,1.07,0.11,0.254,0.433,0.1611,0,0,0,0,0,0,0,0,0,0,0,,81.5,81.5,81.5,6.971810948,1,7.322603124,0,0,9115,NA,13,NA
47,47-A-mono-1-C,A,2,mono,1,C,CS76741,,,,,,,,,,,,,,,,,,,,20,3.39,0.15,0.293,0.512,0.1352,0,0,0,250,0,0,0,0,0,0,0,,64,64,64,6.24819939,1,7.322603124,0,0,9529,NA,20,NA
48,48-A-div-20-S,A,2,div,20,S,CS77387,CS76979,CS76674,CS77057,CS76390,CS76770,CS77001,CS77179,CS76786,CS76360,CS76953,CS76695,CS78778,CS76958,CS77000,CS76689,CS76649,CS77004,CS76998,CS76774,20,1.47,NA,NA,NA,0.1514,1,1,1,25,25,25,25,25,25,25,25,,68.71041667,83.6375,50.875,7.292267789,20,6.3368013,0.970496368,31.3288047,NA,32.055,20,NA
49,49-A-pred-2-C,A,3,pred,2,C,CS76999,CS77196,,,,,,,,,,,,,,,,,,,19,12.69,NA,NA,NA,0.0078,0,0,0,0,0,0,0,0,0,0,0,,86.14583333,89.2625,83.02916667,6.232350178,2,6.642825516,0.757856848,9.014418195,NA,NA,20,Gdiv
50,50-A-mono-1-S,A,3,mono,1,S,CS76360,,,,,,,,,,,,,,,,,,,,19,4.02,0.13,0.394,0.33,0.1745,0,0,0,0,0,0,0,0,0,0,0,,60.875,60.875,60.875,6.67124573,1,7.322603124,0,0,9984,NA,21,NA
51,51-A-mono-1-S,A,3,mono,1,S,CS76953,,,,,,,,,,,,,,,,,,,,19,4.12,0.12,0.359,0.334,0.5424,0,0,0,0,0,0,0,0,0,0,0,,106.4583334,106.4583334,106.4583334,7.733870673,1,7.322603124,0,0,9099,NA,27,NA
52,52-A-div-20-C,A,3,div,20,C,CS78848,CS77287,CS76741,CS77179,CS76674,CS76958,CS76572,CS76360,CS76513,CS77006,CS77197,CS77028,CS78841,CS76691,CS76953,CS76721,CS76473,CS76994,CS77229,CS78778,19,13.39,NA,NA,NA,0.3041,1,1,1,25,25,25,25,50,50,50,50,,71.21041667,92.95833334,52.45,7.935641219,20,6.298562317,1.010503401,37.17129373,NA,58.6525,19,NA
53,53-A-mono-1-S,A,3,mono,1,S,CS76953,,,,,,,,,,,,,,,,,,,,20,3.2,0.18,0.617,0.292,0.317,0,0,0,0,0,0,0,0,0,0,0,,106.4583334,106.4583334,106.4583334,7.733870673,1,7.322603124,0,0,9099,NA,25,NA
54,54-A-mono-1-C,A,3,mono,1,C,CS77126,,,,,,,,,,,,,,,,,,,,20,16.2,NA,NA,NA,0.342,0,1,1,100,100,100,100,100,100,100,100,,51.625,51.625,51.625,5.256160687,1,7.322603124,0,0,6943,104.4715,20,NA
55,55-A-div-2-S,A,3,div,2,S,CS76513,CS77000,,,,,,,,,,,,,,,,,,,20,6.11,NA,NA,NA,0.0707,0,0,1,25,50,50,50,50,50,50,50,,70.25,80.45,60.05,6.100594013,2,6.779844502,0.553688904,4.995179901,NA,57.48571429,20,NA
56,56-A-mono-1-S,A,3,mono,1,S,CS76649,,,,,,,,,,,,,,,,,,,,18,12.13,0.54,1.56,0.346,0.3527,0,1,1,50,75,75,75,75,100,100,100,,52,52,52,13.92728137,1,7.322603124,0,0,9606,89.27333333,18,NA
57,57-A-mono-1-C,A,3,mono,1,C,CS76649,,,,,,,,,,,,,,,,,,,,20,17.6,0.22,0.76,0.289,0.3958,0,0,1,1,50,75,75,75,100,100,100,,52,52,52,13.92728137,1,7.322603124,0,0,9606,165.878,20,NA
58,58-A-mono-1-S,A,3,mono,1,S,CS77196,,,,,,,,,,,,,,,,,,,,20,7,0.26,0.912,0.285,NA,0,0,0,0,0,0,0,0,0,0,0,,90.04166667,90.04166667,90.04166667,5.492889408,1,7.322603124,0,0,9887,NA,21,NA
59,59-A-mono-1-C,A,3,mono,1,C,CS76691,,,,,,,,,,,,,,,,,,,,20,8.83,0.28,1.01,0.277,0.0232,0,0,0,0,0,0,0,0,0,0,0,,80.16666667,80.16666667,80.16666667,10.89288544,1,7.322603124,0,0,9619,NA,20,NA
60,60-A-mono-1-C,A,3,mono,1,C,CS76739,,,,,,,,,,,,,,,,,,,,20,23.91,0.17,NA,NA,0.0175,0,0,0,0,0,0,0,0,0,0,0,,81.375,81.375,81.375,4.90198242,1,7.322603124,0,0,9527,NA,20,NA
61,61-A-mono-1-C,A,3,mono,1,C,CS76650,,,,,,,,,,,,,,,,,,,,20,21.43,0.38,1.308,0.291,0.4408,0,0,0,0,0,0,1,25,50,50,50,,53.75,53.75,53.75,7.110950191,1,7.322603124,0,0,9515,106.2211111,20,NA
62,62-A-div-10-C,A,3,div,10,C,CS76998,CS76769,CS76691,CS76958,CS76774,CS76674,CS76650,CS76692,CS77196,CS76706,,,,,,,,,,,20,17.59,NA,NA,NA,0.0238,0,0,1,1,1,1,1,1,1,1,1,,73.225,82.91666667,55.4375,6.847080181,10,6.322433308,1.01462227,22.61725562,NA,81.67,20,NA
63,63-A-div-2-C,A,3,div,2,C,CS76674,CS76692,,,,,,,,,,,,,,,,,,,20,15.42,NA,NA,NA,0.4061,0,0,0,0,0,0,0,0,0,0,0,,78.95833333,81.425,76.49166667,9.567512226,2,6.733720915,0.56680178,6.062294127,NA,NA,20,NA
64,64-A-div-20-S,A,3,div,20,S,CS76572,CS76689,CS76650,CS76769,CS76836,CS76642,CS77028,CS76706,CS76953,CS76994,CS76513,CS76692,CS76739,CS76537,CS76409,CS76886,CS76770,CS77179,CS76996,CS77196,18,4.32,NA,NA,NA,0.1908,0,1,1,1,25,50,50,50,50,50,50,,71.55625,93.44583334,53.4625,7.280891521,20,6.268915195,1.05364278,38.09877417,NA,60.7975,18,NA
65,65-A-mono-1-C,A,3,mono,1,C,CS77006,,,,,,,,,,,,,,,,,,,,19,25.74,0.54,2.107,0.256,0.0985,0,0,0,0,0,0,0,0,0,0,0,,73.125,73.125,73.125,6.971810948,1,7.322603124,0,0,9113,NA,19,NA
66,66-A-mono-1-S,A,3,mono,1,S,CS77001,,,,,,,,,,,,,,,,,,,,20,4.89,0.18,0.47,0.383,0.0635,0,0,0,0,0,0,0,0,0,0,0,,60.375,60.375,60.375,6.971810948,1,7.322603124,0,0,9104,NA,20,NA
67,67-A-mono-1-S,A,3,mono,1,S,CS78841,,,,,,,,,,,,,,,,,,,,20,3.41,0.06,0.127,0.472,0.1231,0,0,0,0,1,25,25,50,75,75,75,,67,67,67,7.852918209,1,7.322603124,0,0,9596,38.41888889,20,NA
68,68-A-mono-1-C,A,3,mono,1,C,CS76632,,,,,,,,,,,,,,,,,,,,19,11.55,NA,NA,NA,0.0879,0,0,1,50,75,100,100,100,100,100,100,,61.25,61.25,61.25,4.712952619,1,7.322603124,0,0,6982,39.016875,19,NA
69,69-A-mono-1-C,A,3,mono,1,C,CS76979,,,,,,,,,,,,,,,,,,,,20,24.65,0.64,2.492,0.257,0.718,0,0,0,0,0,0,0,0,0,0,0,,89.375,89.375,89.375,4.010340511,1,7.322603124,0,0,9627,NA,20,NA
70,70-A-mono-1-S,A,3,mono,1,S,CS76537,,,,,,,,,,,,,,,,,,,,20,4.58,0.19,0.583,0.326,0.152,0,1,1,50,50,50,75,75,100,100,100,,54.125,54.125,54.125,10.54011462,1,7.322603124,0,0,6931,85.8375,20,NA
71,71-A-mono-1-C,A,3,mono,1,C,CS76994,,,,,,,,,,,,,,,,,,,,20,6.55,0.08,0.175,0.457,0.1113,0,0,1,25,75,75,75,75,100,100,100,,55.5,55.5,55.5,10.54011462,1,7.322603124,0,0,6830,48.28428571,20,NA
72,72-A-mono-1-S,A,3,mono,1,S,CS76706,,,,,,,,,,,,,,,,,,,,19,0.56,NA,NA,NA,0.1205,0,0,0,1,25,75,75,75,75,75,75,,55.625,55.625,55.625,4.94417205,1,7.322603124,0,0,9813,59.318,19,NA
73,73-A-mono-1-S,A,4,mono,1,S,CS76513,,,,,,,,,,,,,,,,,,,,19,5.24,0.23,0.449,0.512,0.0646,0,0,0,0,1,1,25,50,75,75,75,,57.5,57.5,57.5,5.229377078,1,7.322603124,0,0,7165,37.53473684,19,NA
74,74-A-div-20-S,A,4,div,20,S,CS78848,CS77287,CS76741,CS77179,CS76674,CS76958,CS76572,CS76360,CS76513,CS77006,CS77197,CS77028,CS78841,CS76691,CS76953,CS76721,CS76473,CS76994,CS77229,CS78778,18,2.78,NA,NA,NA,0.006,0,0,0,0,1,1,1,1,25,25,25,,71.21041667,92.95833334,52.45,7.935641219,20,6.298562317,1.010503401,37.17129373,NA,66.29,18,NA
75,75-A-mono-1-C,A,4,mono,1,C,CS76689,,,,,,,,,,,,,,,,,,,,19,7.67,0.21,0.746,0.282,0.4554,0,0,0,0,0,0,0,0,0,0,0,,68.875,68.875,68.875,7.883719125,1,7.322603124,0,0,9521,NA,20,NA
76,76-A-pred-10-S,A,4,pred,10,S,CS76854,CS76886,CS77190,CS76958,CS77020,CS77023,CS78848,CS77196,CS76409,CS76786,,,,,,,,,,,13,1.31,NA,NA,NA,0.1592,0,0,1,1,1,25,25,25,25,25,25,,75.64583334,92.375,52.3,6.83285381,10,6.255490507,1.127732817,24.24797234,NA,58.05,15,Gdiv
77,77-A-mono-1-S,A,4,mono,1,S,CS76642,,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,,64,64,64,6.527442179,1,7.322603124,0,0,9817,NA,0,NA
78,78-A-mono-1-S,A,4,mono,1,S,CS76999,,,,,,,,,,,,,,,,,,,,12,1.87,0.14,0.404,0.347,0.4201,0,0,0,0,0,0,0,0,0,0,0,,82.25,82.25,82.25,6.971810948,1,7.322603124,0,0,9102,NA,19,NA
