PotID,Pot.ID.QR.Code,stripNo,BinNo,plotType,divLevel,trt,lines1,lines2,lines3,lines4,lines5,lines6,lines7,lines8,lines9,lines10,lines11,lines12,lines13,lines14,lines15,lines16,lines17,lines18,lines19,lines20,PlantNum_Initial,CanopyArea,SLA_Area,SLA_Wt,SLA,FH_Wt,FT.5.29.30.18,FT.6.4.18,FT.6.8.18,FT.6.12.18,FT.6.15.18,FT.6.19.18,FT.6.21.18,FT.6.26.18,FT.6.29.18,FT.7.6.18,FT.7.10.18,Damaged_pot,FT1001_mean,FT1001_q90,FT1001_q10,PC5dist_mean,Ngenotypes,meanKin,meanGenD,treeDiv,ecotypeid,potF2,MaxPlantNum,typePlot
79,79-A-div-2-S,A,4,div,2,S,CS76674,CS76692,,,,,,,,,,,,,,,,,,,17,3.39,NA,NA,NA,0.1726,0,0,0,0,0,0,0,0,0,0,0,,78.95833333,81.425,76.49166667,9.567512226,2,6.733720915,0.56680178,6.062294127,NA,NA,19,NA
80,80-A-pred-20-S,A,4,pred,20,S,CS77057,CS76886,CS77033,CS76770,CS77190,CS76649,CS76691,CS76958,CS77020,CS76774,CS77023,CS78848,CS77196,CS77004,CS76409,CS76650,CS76786,CS76642,CS76790,CS77126,15,2.86,NA,NA,NA,0.0645,0,1,1,25,25,25,25,50,50,50,50,,70.47916667,90.2375,51.9625,6.929014779,20,6.233972461,1.112233294,38.53027905,NA,28.652,15,Gdiv
81,81-A-div-2-C,A,4,div,2,C,CS76854,CS77229,,,,,,,,,,,,,,,,,,,20,16.16,NA,NA,NA,0.2124,0,0,0,25,50,75,75,75,100,100,100,,59.875,65.775,53.975,6.95604227,2,6.835350939,0.473258054,3.402526068,NA,103.7921053,20,NA
82,82-A-mono-1-S,A,4,mono,1,S,CS76994,,,,,,,,,,,,,,,,,,,,20,1.42,NA,NA,NA,0.0407,0,1,25,50,50,75,75,100,100,100,100,,55.5,55.5,55.5,10.54011462,1,7.322603124,0,0,6830,17.90555556,20,NA
83,83-A-mono-1-C,A,4,mono,1,C,CS76996,,,,,,,,,,,,,,,,,,,,19,NA,0.07,0.139,0.504,0.1377,1,50,50,75,75,75,75,100,100,100,100,,46.125,46.125,46.125,7.226212103,1,7.322603124,0,0,9853,66.151875,21,NA
84,84-A-mono-1-S,A,4,mono,1,S,CS77057,,,,,,,,,,,,,,,,,,,,16,1.36,0.12,NA,NA,0.0839,0,0,25,1,25,75,100,100,100,100,100,,53.875,53.875,53.875,5.319225288,1,7.322603124,0,0,9782,36.76736842,19,NA
85,85-A-mono-1-C,A,4,mono,1,C,CS76674,,,,,,,,,,,,,,,,,,,,19,14.79,0.26,0.978,0.266,0.4995,0,0,0,0,0,0,0,0,0,0,0,,75.875,75.875,75.875,8.257826396,1,7.322603124,0,0,9821,NA,20,NA
86,86-A-mono-1-C,A,4,mono,1,C,CS76741,,,,,,,,,,,,,,,,,,,,20,19.43,0.11,0.316,0.348,0.3377,0,0,0,0,0,0,0,0,0,0,0,,64,64,64,6.24819939,1,7.322603124,0,0,9529,NA,20,NA
87,87-A-mono-1-C,A,4,mono,1,C,CS77107,,,,,,,,,,,,,,,,,,,,18,4.79,0.17,0.564,0.301,0.1919,0,0,0,0,0,0,0,0,0,0,0,,61.625,61.625,61.625,7.533433731,1,7.322603124,0,0,9559,NA,21,NA
88,88-A-mono-1-S,A,4,mono,1,S,CS77229,,,,,,,,,,,,,,,,,,,,18,3.09,0.12,0.377,0.318,0.081,0,0,0,0,0,1,1,75,75,75,75,,67.25,67.25,67.25,6.373313532,1,7.322603124,0,0,9578,68.198125,20,NA
89,89-A-mono-1-C,A,4,mono,1,C,CS77000,,,,,,,,,,,,,,,,,,,,10,5.28,0.22,0.693,0.317,0.4197,0,0,0,0,0,0,0,0,0,0,0,,83,83,83,6.971810948,1,7.322603124,0,0,9103,NA,10,NA
90,90-A-mono-1-S,A,4,mono,1,S,CS77179,,,,,,,,,,,,,,,,,,,,19,6.77,0.07,0.451,0.155,0.1333,0,0,1,50,75,75,75,75,75,75,75,,50.875,50.875,50.875,4.311823412,1,7.322603124,0,0,9883,59.92533333,19,NA
91,91-A-div-2-S,A,4,div,2,S,CS76409,CS76650,,,,,,,,,,,,,,,,,,,14,2.41,NA,NA,NA,0.2107,0,0,0,0,0,0,0,0,0,0,0,,70.95833334,84.72500002,57.19166667,6.773405076,2,6.757999816,0.545190891,3.945683148,NA,NA,15,NA
92,92-A-pred-20-S,A,4,pred,20,S,CS76854,CS76770,CS78778,CS76649,CS76360,CS76994,CS77107,CS77020,CS76996,CS77387,CS76537,CS76513,CS76695,CS76650,CS76786,CS76642,CS76706,CS76572,CS77126,CS76473,17,3.24,NA,NA,NA,0.2338,0,0,1,25,50,75,75,75,75,75,75,,56.21458333,64.2125,50.8375,8.697778995,20,6.331999846,0.949241924,30.64010531,NA,33.25,17,EF
93,93-A-mono-1-C,A,4,mono,1,C,CS76998,,,,,,,,,,,,,,,,,,,,18,11.16,0.19,0.637,0.298,0.7664,0,0,0,0,0,0,0,0,0,0,0,,75.75,75.75,75.75,6.971810948,1,7.322603124,0,0,9100,NA,19,NA
94,94-A-div-10-C,A,4,div,10,C,CS77004,CS76695,CS76693,CS76572,CS76979,CS77197,CS77196,CS77287,CS77190,CS77179,,,,,,,,,,,18,10.5,NA,NA,NA,0.1701,1,0,1,1,1,1,1,25,25,25,25,,73.51666667,91.27083333,50,7.82694754,10,6.298965105,1.029996007,23.99958402,NA,103.7933333,18,NA
95,95-A-mono-1-S,A,4,mono,1,S,CS77197,,,,,,,,,,,,,,,,,,,,20,3.14,0.13,0.401,0.324,0.3279,0,0,0,0,0,0,0,0,0,0,0,,91.45833334,91.45833334,91.45833334,4.928925429,1,7.322603124,0,0,9888,NA,21,NA
96,96-A-mono-1-S,A,4,mono,1,S,CS76360,,,,,,,,,,,,,,,,,,,,15,2.59,0.12,0.363,0.331,0.273,0,0,0,0,0,0,0,0,0,0,0,,60.875,60.875,60.875,6.67124573,1,7.322603124,0,0,9984,NA,15,NA
97,97-A-mono-1-C,A,5,mono,1,C,CS78848,,,,,,,,,,,,,,,,,,,,1,1.33,0.19,0.874,0.217,NA,0,0,0,0,0,0,0,0,0,0,0,,81.25,81.25,81.25,5.905703184,1,7.322603124,0,0,9600,NA,1,NA
98,98-A-mono-1-S,A,5,mono,1,S,CS76689,,,,,,,,,,,,,,,,,,,,17,6.1,0.16,0.549,0.291,0.3378,0,0,0,0,0,0,0,0,0,0,0,,68.875,68.875,68.875,7.883719125,1,7.322603124,0,0,9521,NA,18,NA
99,99-A-pred-2-C,A,5,pred,2,C,CS76886,CS77028,,,,,,,,,,,,,,,,,,,20,13.27,NA,NA,NA,0.3539,0,0,0,0,0,0,0,0,0,0,0,,100.5,107.3,93.7,7.863430214,2,6.675411968,0.731294747,9.014418195,NA,NA,20,LF
100,100-A-mono-1-C,A,5,mono,1,C,CS76978,,,,,,,,,,,,,,,,,,,,20,10,0.13,0.391,0.332,0.0301,0,0,0,0,0,0,0,0,0,0,0,damaged,73.79166667,73.79166667,73.79166667,3.964834343,1,7.322603124,0,0,9626,NA,20,NA
101,101-A-mono-1-C,A,5,mono,1,C,CS76360,,,,,,,,,,,,,,,,,,,,17,8.77,0.3,0.998,0.301,0.3604,0,0,0,0,0,0,0,0,0,0,0,,60.875,60.875,60.875,6.67124573,1,7.322603124,0,0,9984,NA,19,NA
102,102-A-mono-1-S,A,5,mono,1,S,CS76572,,,,,,,,,,,,,,,,,,,,18,3.89,0.16,0.524,0.305,0.084,0,0,0,1,1,50,50,75,75,75,75,,67.5,67.5,67.5,16.4954043,1,7.322603124,0,0,7298,93.28644444,18,NA
103,103-A-mono-1-S,A,5,mono,1,S,CS76770,,,,,,,,,,,,,,,,,,,,20,3.11,0.11,0.306,0.359,0.038,0,0,1,1,1,25,25,25,25,25,25,,66.125,66.125,66.125,5.256160687,1,7.322603124,0,0,6907,23.37083333,20,NA
104,104-A-mono-1-S,A,5,mono,1,S,CS77196,,,,,,,,,,,,,,,,,,,,19,2.15,0.06,0.223,0.269,0.1872,0,0,0,0,0,0,0,0,0,0,0,,90.04166667,90.04166667,90.04166667,5.492889408,1,7.322603124,0,0,9887,NA,19,NA
105,105-A-mono-1-S,A,5,mono,1,S,CS76409,,,,,,,,,,,,,,,,,,,,13,1.83,0.13,0.321,0.405,0.2314,0,0,0,0,0,0,0,0,0,0,0,,88.16666668,88.16666668,88.16666668,6.435859961,1,7.322603124,0,0,9942,NA,14,NA
106,106-A-div-2-S,A,5,div,2,S,CS77057,CS76979,,,,,,,,,,,,,,,,,,,18,2.24,NA,NA,NA,0.095,0,0,1,25,25,50,50,50,50,50,50,,71.625,85.825,57.425,4.6647829,2,6.762461184,0.541614753,6.062294127,NA,43.715,18,NA
107,107-A-mono-1-S,A,5,mono,1,S,CS76706,,,,,,,,,,,,,,,,,,,,18,3.59,NA,NA,NA,0.0694,0,1,25,75,75,75,75,100,100,100,100,,55.625,55.625,55.625,4.94417205,1,7.322603124,0,0,9813,31.311875,18,NA
108,108-A-pred-2-C,A,5,pred,2,C,CS77287,CS77387,,,,,,,,,,,,,,,,,,,20,NA,NA,NA,NA,0.1864,1,50,75,100,100,100,100,100,100,100,100,,46.5,50,43,8.353470444,2,6.866742727,0.455717444,3.402526068,NA,55.46368421,20,EF
109,109-A-mono-1-C,A,5,mono,1,C,CS77006,,,,,,,,,,,,,,,,,,,,13,12.54,0.26,0.633,0.411,0.1739,0,0,0,0,0,0,0,0,0,0,0,,73.125,73.125,73.125,6.971810948,1,7.322603124,0,0,9113,NA,14,NA
110,110-A-div-10-S,A,5,div,10,S,CS77387,CS78841,CS77057,CS76692,CS76513,CS77020,CS76632,CS77004,CS77000,CS76695,,,,,,,,,,,17,4.87,NA,NA,NA,0.0388,0,1,1,1,25,0,25,25,25,25,25,damaged,64.94583333,82.1375,52.5625,7.135485953,10,6.367769254,0.942336758,19.81592723,NA,21.428,18,NA
111,111-A-div-10-C,A,5,div,10,C,CS77387,CS78841,CS77057,CS76692,CS76513,CS77020,CS76632,CS77004,CS77000,CS76695,,,,,,,,,,,20,12.33,NA,NA,NA,0.1408,0,1,25,50,50,75,75,75,75,75,75,damaged,64.94583333,82.1375,52.5625,7.135485953,10,6.367769254,0.942336758,19.81592723,NA,61.322,20,NA
112,112-A-mono-1-S,A,5,mono,1,S,CS77006,,,,,,,,,,,,,,,,,,,,17,5.17,0.13,0.403,0.323,0.1928,0,0,0,0,0,0,0,0,0,0,0,,73.125,73.125,73.125,6.971810948,1,7.322603124,0,0,9113,NA,17,NA
113,113-A-mono-1-S,A,5,mono,1,S,CS76674,,,,,,,,,,,,,,,,,,,,13,10.13,0.2,0.711,0.281,0.1259,0,0,0,0,0,0,0,0,0,0,0,,75.875,75.875,75.875,8.257826396,1,7.322603124,0,0,9821,NA,13,NA
114,114-A-mono-1-S,A,5,mono,1,S,CS76513,,,,,,,,,,,,,,,,,,,,13,6.76,0.12,0.303,0.396,0.1232,0,0,0,1,25,75,100,100,100,100,100,,57.5,57.5,57.5,5.229377078,1,7.322603124,0,0,7165,73.305,13,NA
115,115-A-mono-1-S,A,5,mono,1,S,CS77387,,,,,,,,,,,,,,,,,,,,19,NA,NA,NA,NA,0.0626,1,25,50,75,75,75,75,100,100,100,100,,50.875,50.875,50.875,7.91471514,1,7.322603124,0,0,9590,27.09928571,19,NA
116,116-A-mono-1-C,A,5,mono,1,C,CS77287,,,,,,,,,,,,,,,,,,,,12,6.95,NA,NA,NA,0.1099,1,1,50,75,75,100,100,100,100,100,100,,42.125,42.125,42.125,8.792225748,1,7.322603124,0,0,9585,59.99916667,13,NA
117,117-A-pred-20-S,A,5,pred,20,S,CS77057,CS76836,CS76979,CS76739,CS76958,CS76978,CS77020,CS76996,CS77197,CS76632,CS76513,CS77179,CS77023,CS76999,CS77196,CS76409,CS76953,CS76706,CS76790,CS77126,16,7.5,NA,NA,NA,0.505,0,0,0,1,1,25,50,75,75,75,75,,71.95833334,91.8875,51.55,5.440695053,20,6.287499899,1.017848893,35.96299813,NA,176.2375,16,SimClimFdiv
118,118-A-div-10-C,A,5,div,10,C,CS77229,CS76692,CS77020,CS76741,CS77387,CS76691,CS77000,CS76693,CS76958,CS76689,,,,,,,,,,,17,16.27,NA,NA,NA,0.1289,0,1,1,1,25,25,25,25,25,25,25,,72.23333333,83.825,52.5625,7.752214815,10,6.406301844,0.905787073,17.65603004,NA,73.8,18,NA
119,119-A-mono-1-C,A,5,mono,1,C,CS76441,,,,,,,,,,,,,,,,,,,,13,15.6,0.31,1.169,0.265,0.1313,0,0,0,0,0,0,0,0,0,0,0,,77.75,77.75,77.75,11.46153396,1,7.322603124,0,0,7014,NA,14,NA
120,120-A-mono-1-S,A,5,mono,1,S,CS77190,,,,,,,,,,,,,,,,,,,,18,8.44,0.17,0.538,0.316,NA,0,0,0,0,0,0,0,0,0,0,0,damaged,71.375,71.375,71.375,6.071059173,1,7.322603124,0,0,9886,NA,18,NA
121,121-B-mono-1-S,B,1,mono,1,S,CS76739,,,,,,,,,,,,,,,,,,,,17,4.14,0.11,0.44,0.25,3.00E-04,0,0,0,0,0,0,0,0,0,0,0,damaged,81.375,81.375,81.375,4.90198242,1,7.322603124,0,0,9527,NA,17,NA
122,122-B-mono-1-C,B,1,mono,1,C,CS76770,,,,,,,,,,,,,,,,,,,,18,4.69,0.24,0.655,0.366,0.1637,0,0,0,0,0,0,0,25,50,50,50,,66.125,66.125,66.125,5.256160687,1,7.322603124,0,0,6907,44.7,18,NA
123,123-B-mono-1-S,B,1,mono,1,S,CS77196,,,,,,,,,,,,,,,,,,,,18,1.97,0.08,NA,NA,0.1032,0,0,0,0,0,0,0,0,0,0,0,,90.04166667,90.04166667,90.04166667,5.492889408,1,7.322603124,0,0,9887,NA,18,NA
124,124-B-pred-10-S,B,1,pred,10,S,CS76649,CS76994,CS77020,CS77387,CS76537,CS76513,CS77179,CS76650,CS76790,CS77126,,,,,,,,,,,18,2.78,NA,NA,NA,0.0869,0,1,25,1,25,50,50,75,75,75,75,,53.4875,56.0375,50.875,7.589944651,10,6.38191378,0.896844196,18.77588288,NA,23.652,18,EF
125,125-B-mono-1-S,B,1,mono,1,S,CS77190,,,,,,,,,,,,,,,,,,,,18,1.56,0.04,0.098,0.408,0.0254,0,0,0,0,0,0,0,0,0,1,1,,71.375,71.375,71.375,6.071059173,1,7.322603124,0,0,9886,NA,20,NA
126,126-B-mono-1-S,B,1,mono,1,S,CS76854,,,,,,,,,,,,,,,,,,,,20,0.34,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,damaged,52.5,52.5,52.5,7.538771008,1,7.322603124,0,0,9847,NA,20,NA
127,127-B-div-20-C,B,1,div,20,C,CS76572,CS76999,CS76998,CS77004,CS76979,CS76441,CS77028,CS76409,CS76649,CS77287,CS76774,CS76674,CS77387,CS76513,CS76632,CS76693,CS76739,CS77000,CS76741,CS77126,20,7.73,NA,NA,NA,0.2662,0,1,1,25,25,50,50,50,50,50,50,,72.49375,89.5625,51.55,7.751104092,20,6.315754601,0.997330651,32.89549154,NA,71.88,20,NA
128,128-B-mono-1-C,B,1,mono,1,C,CS77057,,,,,,,,,,,,,,,,,,,,20,6.13,0.07,0.244,0.287,0.1305,0,1,75,75,75,100,100,100,100,100,100,damaged,53.875,53.875,53.875,5.319225288,1,7.322603124,0,0,9782,54.32333333,20,NA
129,129-B-mono-1-S,B,1,mono,1,S,CS78778,,,,,,,,,,,,,,,,,,,,19,3.63,NA,NA,NA,0.0115,0,1,75,50,50,75,75,100,100,100,100,,59,59,59,8.532668608,1,7.322603124,0,0,5811,18.735,19,NA
130,130-B-mono-1-C,B,1,mono,1,C,CS77179,,,,,,,,,,,,,,,,,,,,20,10.26,0.22,0.76,0.289,0.1085,0,1,50,75,75,100,100,100,1000,100,100,damaged,50.875,50.875,50.875,4.311823412,1,7.322603124,0,0,9883,56.70538462,20,NA
131,131-B-mono-1-S,B,1,mono,1,S,CS77004,,,,,,,,,,,,,,,,,,,,17,0.83,0.06,0.201,0.299,0.113,0,0,0,0,0,0,0,0,0,0,0,,81.5,81.5,81.5,6.971810948,1,7.322603124,0,0,9115,NA,18,NA
132,132-B-mono-1-S,B,1,mono,1,S,CS76721,,,,,,,,,,,,,,,,,,,,16,2.4,0.15,0.409,0.367,0.1216,0,0,0,0,0,0,0,0,0,0,0,,80.5,80.5,80.5,5.411741158,1,7.322603124,0,0,9828,NA,16,NA
133,133-B-pred-10-S,B,1,pred,10,S,CS77057,CS77190,CS77000,CS76979,CS76978,CS77020,CS77197,CS78848,CS77196,CS77126,,,,,,,,,,,18,4.82,NA,NA,NA,0.0458,0,1,25,25,25,50,50,50,75,75,75,,73.85416667,90.18333333,52.6375,5.31080018,10,6.269276451,1.091696372,23.737104,NA,58.916,18,SimClimGdiv
134,134-B-mono-1-C,B,1,mono,1,C,CS78841,,,,,,,,,,,,,,,,,,,,20,2.72,NA,0.147,0,0.0233,0,0,0,0,0,1,25,75,100,100,100,,67,67,67,7.852918209,1,7.322603124,0,0,9596,20.07545455,20,NA
135,135-B-mono-1-S,B,1,mono,1,S,CS76390,,,,,,,,,,,,,,,,,,,,17,3.08,0.06,0.124,0.484,0.2991,0,0,0,0,0,0,0,0,0,0,0,,79.375,79.375,79.375,6.971810948,1,7.322603124,0,0,9990,NA,17,NA
136,136-B-mono-1-C,B,1,mono,1,C,CS77033,,,,,,,,,,,,,,,,,,,,20,7.01,0.11,0.55,0.2,0.3506,0,0,0,0,0,0,0,0,0,1,1,,79,79,79,5.129418302,1,7.322603124,0,0,9612,NA,20,NA
137,137-B-div-20-S,B,1,div,20,S,CS77001,CS76979,CS76360,CS76649,CS76441,CS77387,CS77002,CS77033,CS76774,CS77126,CS76537,CS76958,CS77000,CS77006,CS77229,CS76741,CS76691,CS76632,CS76692,CS76978,16,0.64,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,damaged,69.42291667,82.2125,51.9625,7.284041498,20,6.341161933,0.962804713,29.26639916,NA,NA,16,NA
138,138-B-mono-1-C,B,1,mono,1,C,CS77004,,,,,,,,,,,,,,,,,,,,20,1.53,0.07,0.157,0.446,0.0315,0,0,0,0,0,0,0,0,0,0,0,damaged,81.5,81.5,81.5,6.971810948,1,7.322603124,0,0,9115,NA,20,NA
139,139-B-div-10-S,B,1,div,10,S,CS76998,CS76769,CS76691,CS76958,CS76774,CS76674,CS76650,CS76692,CS77196,CS76706,,,,,,,,,,,19,1.36,NA,NA,NA,0.1993,0,0,0,1,1,1,1,1,1,1,1,,73.225,82.91666667,55.4375,6.847080181,10,6.322433308,1.01462227,22.61725562,NA,NA,19,NA
140,140-B-pred-20-C,B,1,pred,20,C,CS76836,CS76441,CS76689,CS77190,CS77000,CS76979,CS76739,CS76390,CS76769,CS76958,CS76978,CS77197,CS77023,CS76999,CS77006,CS76693,CS77004,CS76409,CS76953,CS76692,18,4.89,NA,NA,NA,0.1432,0,0,0,0,0,0,0,0,0,0,0,,82.05416667,91.8875,71.15416667,6.720990401,20,6.338725341,0.965182041,27.48228858,NA,NA,18,LF
141,141-B-mono-1-S,B,1,mono,1,S,CS77107,,,,,,,,,,,,,,,,,,,,18,2.9,0.09,0.336,0.268,0.0904,0,0,0,0,0,0,0,0,0,0,0,,61.625,61.625,61.625,7.533433731,1,7.322603124,0,0,9559,48.8,18,NA
142,142-B-mono-1-S,B,1,mono,1,S,CS76650,,,,,,,,,,,,,,,,,,,,13,1.52,0.08,0.232,0.345,0.0926,0,0,0,0,0,0,0,0,0,0,0,,53.75,53.75,53.75,7.110950191,1,7.322603124,0,0,9515,NA,15,NA
143,143-B-mono-1-C,B,1,mono,1,C,CS78841,,,,,,,,,,,,,,,,,,,,19,1.62,0.09,0.193,0.466,0.0314,0,0,0,0,0,0,0,0,1,50,50,,67,67,67,7.852918209,1,7.322603124,0,0,9596,13.52428571,19,NA
144,144-B-mono-1-S,B,1,mono,1,S,CS76390,,,,,,,,,,,,,,,,,,,,10,2.14,0.1,0.309,0.324,0.1125,0,0,0,0,0,0,0,0,0,0,0,,79.375,79.375,79.375,6.971810948,1,7.322603124,0,0,9990,NA,13,NA
145,145-B-mono-1-C,B,2,mono,1,C,CS76409,,,,,,,,,,,,,,,,,,,,15,0.66,0.07,0.149,0.47,0.0056,0,0,0,0,0,0,0,0,0,0,0,,88.16666668,88.16666668,88.16666668,6.435859961,1,7.322603124,0,0,9942,NA,15,NA
146,146-B-mono-1-C,B,2,mono,1,C,CS76642,,,,,,,,,,,,,,,,,,,,10,1.15,0.05,0.162,0.309,0.025,0,1,25,1,1,50,50,50,75,75,75,,64,64,64,6.527442179,1,7.322603124,0,0,9817,26.46142857,10,NA
147,147-B-mono-1-C,B,2,mono,1,C,CS76441,,,,,,,,,,,,,,,,,,,,16,0.45,0.11,0.23,0.478,0.0329,0,0,0,0,0,0,0,0,0,0,0,,77.75,77.75,77.75,11.46153396,1,7.322603124,0,0,7014,NA,16,NA
148,148-B-mono-1-S,B,2,mono,1,S,CS76786,,,,,,,,,,,,,,,,,,,,20,1.1,NA,NA,NA,0.0408,0,1,50,75,75,100,100,100,100,100,100,,50.5,50.5,50.5,11.03623322,1,7.322603124,0,0,7067,30.123125,20,NA
149,149-B-pred-20-C,B,2,pred,20,C,CS76886,CS76689,CS76998,CS77033,CS76721,CS77000,CS76979,CS76390,CS76769,CS76691,CS76958,CS76978,CS77197,CS77002,CS76693,CS78848,CS77196,CS77028,CS76409,CS76674,19,1.57,NA,NA,NA,0.0049,0,0,0,0,0,0,0,0,0,0,0,,82.90833333,91.5125,73.32916667,6.560558901,20,6.276323821,1.078921299,33.43333144,NA,NA,19,LF
150,150-B-div-10-S,B,2,div,10,S,CS76790,CS77020,CS76649,CS77006,CS76390,CS76999,CS76689,CS76978,CS77023,CS76360,,,,,,,,,,,18,0.11,NA,NA,NA,0.0026,0,0,1,0,0,0,0,1,1,1,1,,69.46666667,83.6,52.675,7.216591963,10,6.408528753,0.889502508,18.75714955,NA,NA,18,NA
151,151-B-mono-1-S,B,2,mono,1,S,CS76649,,,,,,,,,,,,,,,,,,,,19,2.46,0.1,0.342,0.292,0.0616,0,1,1,1,1,25,25,75,75,75,75,,52,52,52,13.92728137,1,7.322603124,0,0,9606,5.042,19,NA
152,152-B-pred-20-S,B,2,pred,20,S,CS76886,CS76689,CS76998,CS77033,CS76721,CS77000,CS76979,CS76390,CS76769,CS76691,CS76958,CS76978,CS77197,CS77002,CS76693,CS78848,CS77196,CS77028,CS76409,CS76674,20,4.08,NA,NA,NA,0.1272,0,0,0,0,0,0,0,0,0,0,0,,82.90833333,91.5125,73.32916667,6.560558901,20,6.276323821,1.078921299,33.43333144,NA,NA,20,LF
153,153-B-pred-20-C,B,2,pred,20,C,CS77057,CS76836,CS76886,CS77033,CS77190,CS76360,CS77000,CS77020,CS76537,CS76513,CS77023,CS76693,CS78848,CS77196,CS77028,CS76409,CS76650,CS76786,CS76642,CS77126,17,1.53,NA,NA,NA,0.0448,0,0,1,1,1,1,1,25,25,25,25,,72.63541667,92.375,52.6375,6.874855019,20,6.236870239,1.116691713,37.84823029,NA,29.19,17,Gdiv
154,154-B-div-20-C,B,2,div,20,C,CS76572,CS76689,CS76650,CS76769,CS76836,CS76642,CS77028,CS76706,CS76953,CS76994,CS76513,CS76692,CS76739,CS76537,CS76409,CS76886,CS76770,CS77179,CS76996,CS77196,18,1.14,NA,NA,NA,0.0257,0,1,1,1,1,50,50,25,25,25,25,,71.55625,93.44583334,53.4625,7.280891521,20,6.268915195,1.05364278,38.09877417,NA,NA,18,NA
155,155-B-mono-1-S,B,2,mono,1,S,CS77028,,,,,,,,,,,,,,,,,,,,20,5.25,0.14,0.603,0.232,0.3581,0,0,0,0,0,0,0,0,0,0,0,,109,109,109,7.096443569,1,7.322603124,0,0,9084,NA,20,NA
