PotID,Pot.ID.QR.Code,stripNo,BinNo,plotType,divLevel,trt,lines1,lines2,lines3,lines4,lines5,lines6,lines7,lines8,lines9,lines10,lines11,lines12,lines13,lines14,lines15,lines16,lines17,lines18,lines19,lines20,PlantNum_Initial,CanopyArea,SLA_Area,SLA_Wt,SLA,FH_Wt,FT.5.29.30.18,FT.6.4.18,FT.6.8.18,FT.6.12.18,FT.6.15.18,FT.6.19.18,FT.6.21.18,FT.6.26.18,FT.6.29.18,FT.7.6.18,FT.7.10.18,Damaged_pot,FT1001_mean,FT1001_q90,FT1001_q10,PC5dist_mean,Ngenotypes,meanKin,meanGenD,treeDiv,ecotypeid,potF2,MaxPlantNum,typePlot
156,156-B-mono-1-C,B,2,mono,1,C,CS77197,,,,,,,,,,,,,,,,,,,,20,1.98,0.07,0.265,0.264,0.2382,0,0,0,0,0,0,0,0,0,0,0,,91.45833334,91.45833334,91.45833334,4.928925429,1,7.322603124,0,0,9888,NA,20,NA
157,157-B-div-2-C,B,2,div,2,C,CS76513,CS77000,,,,,,,,,,,,,,,,,,,20,0.92,NA,NA,NA,0.0507,0,0,0,1,50,50,50,75,75,75,75,,70.25,80.45,60.05,6.100594013,2,6.779844502,0.553688904,4.995179901,NA,29.98333333,20,NA
158,158-B-mono-1-S,B,2,mono,1,S,CS76958,,,,,,,,,,,,,,,,,,,,19,3.12,0.12,0.455,0.264,0.0501,0,0,0,0,0,0,0,0,0,0,0,,82.125,82.125,82.125,4.296055631,1,7.322603124,0,0,9630,NA,19,NA
159,159-B-mono-1-C,B,2,mono,1,C,CS76706,,,,,,,,,,,,,,,,,,,,20,1.86,NA,NA,NA,0.0444,0,1,50,75,100,100,100,100,100,100,100,,55.625,55.625,55.625,4.94417205,1,7.322603124,0,0,9813,32.22777778,20,NA
160,160-B-mono-1-S,B,2,mono,1,S,CS76790,,,,,,,,,,,,,,,,,,,,20,1.88,0.08,0.128,0.625,0.0326,0,25,75,75,100,100,100,100,100,100,100,,55.875,55.875,55.875,5.881856565,1,7.322603124,0,0,88,28.11823529,20,NA
161,161-B-mono-1-C,B,2,mono,1,C,CS76790,,,,,,,,,,,,,,,,,,,,20,0.5,0.06,0.127,0.472,0.0232,0,0,25,50,75,75,100,100,100,100,100,,55.875,55.875,55.875,5.881856565,1,7.322603124,0,0,88,19.61363636,20,NA
162,162-B-mono-1-S,B,2,mono,1,S,CS76994,,,,,,,,,,,,,,,,,,,,20,0.4,0.04,0.066,0.606,0.0472,0,1,25,25,50,75,75,75,100,100,100,,55.5,55.5,55.5,10.54011462,1,7.322603124,0,0,6830,26.56733333,20,NA
163,163-B-mono-1-S,B,2,mono,1,S,CS76886,,,,,,,,,,,,,,,,,,,,20,0.78,0.05,0.222,0.225,0.1592,0,0,0,0,0,0,0,0,0,0,0,,92,92,92,8.630416859,1,7.322603124,0,0,9543,NA,20,NA
164,164-B-mono-1-S,B,2,mono,1,S,CS76691,,,,,,,,,,,,,,,,,,,,20,2.38,0.15,0.563,0.266,0.3492,0,0,0,0,0,0,0,0,0,0,0,,80.16666667,80.16666667,80.16666667,10.89288544,1,7.322603124,0,0,9619,NA,20,NA
165,165-B-mono-1-C,B,2,mono,1,C,CS77196,,,,,,,,,,,,,,,,,,,,20,1.49,0.09,0.428,0.21,NA,0,0,0,0,0,0,0,0,0,0,0,,90.04166667,90.04166667,90.04166667,5.492889408,1,7.322603124,0,0,9887,NA,20,NA
166,166-B-pred-10-C,B,2,pred,10,C,CS77057,CS76979,CS76958,CS76978,CS77020,CS77197,CS77179,CS77196,CS76706,CS77126,,,,,,,,,,,20,NA,NA,NA,NA,NA,0,0,1,25,25,0,0,0,0,0,0,damaged,69.15416667,90.18333333,51.55,4.771147959,10,6.330838024,0.984453242,21.71825222,NA,NA,20,SimClimFdiv
167,167-B-div-10-S,B,2,div,10,S,CS77001,CS77197,CS77387,CS76706,CS76513,CS76473,CS76774,CS77287,CS76994,CS76958,,,,,,,,,,,18,3.21,NA,NA,NA,0.0838,0,0,1,25,25,50,50,75,0,1,1,,61.59166667,83.05833333,50,7.530500482,10,6.363289359,0.927928484,19.61240017,NA,51.31571429,18,NA
168,168-B-mono-1-C,B,2,mono,1,C,CS76953,,,,,,,,,,,,,,,,,,,,20,4.4,0.24,0.998,0.24,0.3589,0,0,0,0,0,0,0,0,0,0,0,,106.4583334,106.4583334,106.4583334,7.733870673,1,7.322603124,0,0,9099,NA,20,NA
169,169-B-mono-1-S,B,3,mono,1,S,CS76695,,,,,,,,,,,,,,,,,,,,19,9.85,0.39,1.571,0.248,0.0174,0,0,0,0,0,0,0,1,25,25,25,,59.66666667,59.66666667,59.66666667,10.31779842,1,7.322603124,0,0,9522,18.55,19,NA
170,170-B-div-2-S,B,3,div,2,S,CS76854,CS77229,,,,,,,,,,,,,,,,,,,16,1.18,NA,NA,NA,0.0904,0,0,0,1,1,1,25,50,75,75,75,,59.875,65.775,53.975,6.95604227,2,6.835350939,0.473258054,3.402526068,NA,129.752,17,NA
171,171-B-pred-20-C,B,3,pred,20,C,CS76854,CS76770,CS78778,CS76649,CS76360,CS76994,CS77107,CS77020,CS76996,CS77387,CS76537,CS76513,CS76695,CS76650,CS76786,CS76642,CS76706,CS76572,CS77126,CS76473,19,23.02,NA,NA,NA,1.1545,0,25,25,50,75,100,100,100,100,100,100,,56.21458333,64.2125,50.8375,8.697778995,20,6.331999846,0.949241924,30.64010531,NA,577.5793333,19,EF
172,172-B-pred-20-C,B,3,pred,20,C,CS76854,CS77057,CS76741,CS76770,CS78778,CS78841,CS76996,CS77287,CS77387,CS76537,CS76632,CS76513,CS77179,CS76774,CS76695,CS77229,CS77001,CS76642,CS76790,CS76572,18,24.77,NA,NA,NA,0.8487,0,1,25,50,50,100,100,100,100,100,100,,58.3875,67.275,50.4,7.378016334,20,6.34476749,0.953273069,31.63691992,NA,378.165,18,EF
173,173-B-mono-1-C,B,3,mono,1,C,CS78841,,,,,,,,,,,,,,,,,,,,19,21.05,0.34,1.157,0.294,0.6345,0,0,0,0,1,50,75,100,100,100,100,,67,67,67,7.852918209,1,7.322603124,0,0,9596,271.645,20,NA
174,174-B-mono-1-C,B,3,mono,1,C,CS77000,,,,,,,,,,,,,,,,,,,,17,10.78,0.58,2.491,0.233,NA,0,0,0,0,0,0,0,0,0,0,0,,83,83,83,6.971810948,1,7.322603124,0,0,9103,NA,17,NA
175,175-B-mono-1-S,B,3,mono,1,S,CS76770,,,,,,,,,,,,,,,,,,,,17,15.12,0.37,1.201,0.308,0.3258,0,0,0,1,1,25,50,75,75,75,75,,66.125,66.125,66.125,5.256160687,1,7.322603124,0,0,6907,155.0963636,17,NA
176,176-B-mono-1-S,B,3,mono,1,S,CS76774,,,,,,,,,,,,,,,,,,,,18,15.56,0.61,2.057,0.297,0.0822,0,0,0,0,0,0,0,1,25,25,25,,67.70833334,67.70833334,67.70833334,5.517336841,1,7.322603124,0,0,9534,30.63,18,NA
177,177-B-pred-10-S,B,3,pred,10,S,CS77000,CS76739,CS76691,CS77023,CS76999,CS76693,CS77028,CS76409,CS76953,CS76692,,,,,,,,,,,17,6.89,NA,NA,NA,0.4102,0,0,0,0,0,0,0,0,0,0,0,,89.94583334,106.7125,81.25416667,8.049355689,10,6.420481261,0.897918625,15.77792264,NA,NA,17,LF
178,178-B-mono-1-C,B,3,mono,1,C,CS76958,,,,,,,,,,,,,,,,,,,,14,5.82,0.36,1.301,0.277,NA,0,0,0,0,0,0,0,0,0,0,0,,82.125,82.125,82.125,4.296055631,1,7.322603124,0,0,9630,NA,14,NA
179,179-B-mono-1-C,B,3,mono,1,C,CS76572,,,,,,,,,,,,,,,,,,,,20,12.31,0.24,1.04,0.231,0.3794,0,0,0,75,75,75,75,100,100,100,100,,67.5,67.5,67.5,16.4954043,1,7.322603124,0,0,7298,97.17454545,20,NA
180,180-B-mono-1-C,B,3,mono,1,C,CS76441,,,,,,,,,,,,,,,,,,,,18,13.05,0.37,1.403,0.264,0.0239,0,0,0,0,0,0,0,0,0,1,1,,77.75,77.75,77.75,11.46153396,1,7.322603124,0,0,7014,NA,18,NA
181,181-B-mono-1-S,B,3,mono,1,S,CS78778,,,,,,,,,,,,,,,,,,,,17,NA,0.13,0.536,0.243,0.2094,0,1,25,75,75,100,100,100,100,100,100,,59,59,59,8.532668608,1,7.322603124,0,0,5811,83.41235294,17,NA
182,182-B-mono-1-C,B,3,mono,1,C,CS77001,,,,,,,,,,,,,,,,,,,,17,15.89,0.36,1.223,0.294,0.1717,0,0,0,0,0,0,0,0,0,1,1,,60.375,60.375,60.375,6.971810948,1,7.322603124,0,0,9104,NA,17,NA
183,183-B-mono-1-C,B,3,mono,1,C,CS78848,,,,,,,,,,,,,,,,,,,,3,1.62,0.34,1.178,0.289,0.0506,0,0,1,75,25,25,25,25,25,25,25,,81.25,81.25,81.25,5.905703184,1,7.322603124,0,0,9600,250.36,3,NA
184,184-B-mono-1-C,B,3,mono,1,C,CS76739,,,,,,,,,,,,,,,,,,,,17,19.57,0.4,1.507,0.265,1.1579,0,0,0,0,0,0,0,0,0,0,0,,81.375,81.375,81.375,4.90198242,1,7.322603124,0,0,9527,NA,17,NA
185,185-B-mono-1-C,B,3,mono,1,C,CS77000,,,,,,,,,,,,,,,,,,,,16,10.8,0.22,0.83,0.265,0.0813,0,0,0,0,0,0,0,0,0,0,0,,83,83,83,6.971810948,1,7.322603124,0,0,9103,NA,16,NA
186,186-B-mono-1-S,B,3,mono,1,S,CS76691,,,,,,,,,,,,,,,,,,,,15,1.89,0.24,0.712,0.337,NA,0,0,0,0,0,0,0,0,0,0,0,damaged,80.16666667,80.16666667,80.16666667,10.89288544,1,7.322603124,0,0,9619,NA,15,NA
187,187-B-mono-1-S,B,3,mono,1,S,CS77001,,,,,,,,,,,,,,,,,,,,15,9.31,0.54,2.093,0.258,0.7427,0,0,0,0,0,0,0,0,0,0,0,,60.375,60.375,60.375,6.971810948,1,7.322603124,0,0,9104,NA,15,NA
188,188-B-mono-1-C,B,3,mono,1,C,CS76786,,,,,,,,,,,,,,,,,,,,18,NA,NA,NA,NA,0.2016,0,25,100,100,100,100,100,100,100,100,100,,50.5,50.5,50.5,11.03623322,1,7.322603124,0,0,7067,143.262,18,NA
189,189-B-mono-1-S,B,3,mono,1,S,CS76979,,,,,,,,,,,,,,,,,,,,14,3.35,0.17,0.664,0.256,0.4082,0,0,0,0,0,0,0,0,0,0,0,,89.375,89.375,89.375,4.010340511,1,7.322603124,0,0,9627,NA,14,NA
190,190-B-mono-1-C,B,3,mono,1,C,CS76473,,,,,,,,,,,,,,,,,,,,17,11.69,0.15,0.443,0.339,0.1754,0,1,25,75,100,100,100,100,100,100,100,,52.625,52.625,52.625,16.17027133,1,7.322603124,0,0,766,110.96125,17,NA
191,191-B-pred-2-S,B,3,pred,2,S,CS76978,CS77179,,,,,,,,,,,,,,,,,,,7,1.36,NA,NA,NA,0.0593,0,0,0,0,0,0,0,0,25,25,25,,62.33333333,71.5,53.16666667,4.138328877,2,6.757932482,0.54506806,6.062294127,NA,NA,8,SimClimFdiv
192,192-B-mono-1-C,B,3,mono,1,C,CS76998,,,,,,,,,,,,,,,,,,,,18,10.64,0.28,0.915,0.306,0.3936,0,0,0,0,0,0,0,0,0,0,0,,75.75,75.75,75.75,6.971810948,1,7.322603124,0,0,9100,NA,18,NA
193,193-B-pred-2-C,B,4,pred,2,C,CS76769,CS76836,,,,,,,,,,,,,,,,,,,16,8.79,NA,NA,NA,0.2979,0,0,0,0,0,0,0,0,0,0,0,,71.02083333,72.50416667,69.5375,4.191839559,2,6.787188977,0.554327462,3.945683148,NA,NA,16,SimClimGdiv
194,194-B-mono-1-S,B,4,mono,1,S,CS76978,,,,,,,,,,,,,,,,,,,,20,1.45,0.06,0.167,0.359,0.0493,0,0,0,0,0,0,0,0,0,0,0,,73.79166667,73.79166667,73.79166667,3.964834343,1,7.322603124,0,0,9626,NA,20,NA
195,195-B-div-20-S,B,4,div,20,S,CS76409,CS76632,CS76886,CS76693,CS76674,CS76958,CS77190,CS76741,CS76953,CS76642,CS76441,CS76854,CS76689,CS76650,CS76360,CS76572,CS77387,CS76721,CS76998,CS76994,13,2.26,NA,NA,NA,0.0793,0,0,0,0,0,0,0,1,1,1,1,,72.01875,91.325,53.625,7.889544356,20,6.291980641,1.012558985,37.9475859,NA,NA,13,NA
196,196-B-mono-1-C,B,4,mono,1,C,CS76390,,,,,,,,,,,,,,,,,,,,20,13.36,0.16,1.038,0.154,0.3518,0,0,0,0,0,0,0,0,0,0,0,,79.375,79.375,79.375,6.971810948,1,7.322603124,0,0,9990,NA,20,NA
197,197-B-mono-1-S,B,4,mono,1,S,CS76632,,,,,,,,,,,,,,,,,,,,15,5.94,0.15,0.475,0.316,0.0711,0,0,1,25,50,75,75,100,100,100,100,,61.25,61.25,61.25,4.712952619,1,7.322603124,0,0,6982,56.28166667,16,NA
198,198-B-mono-1-S,B,4,mono,1,S,CS77028,,,,,,,,,,,,,,,,,,,,17,2.87,0.16,0.658,0.243,0.335,0,0,0,0,0,0,0,0,0,0,0,,109,109,109,7.096443569,1,7.322603124,0,0,9084,NA,17,NA
199,199-B-mono-1-S,B,4,mono,1,S,CS76979,,,,,,,,,,,,,,,,,,,,18,3.11,0.1,0.357,0.28,0.3475,0,0,0,0,0,0,0,0,0,0,0,,89.375,89.375,89.375,4.010340511,1,7.322603124,0,0,9627,NA,18,NA
200,200-B-mono-1-S,B,4,mono,1,S,CS78848,,,,,,,,,,,,,,,,,,,,4,2.15,0.21,1.114,0.189,0.1047,0,0,0,0,0,0,0,0,0,0,0,damaged,81.25,81.25,81.25,5.905703184,1,7.322603124,0,0,9600,NA,4,NA
201,201-B-mono-1-C,B,4,mono,1,C,CS76692,,,,,,,,,,,,,,,,,,,,19,13.72,0.17,1.01,0.168,0.0583,0,0,0,0,0,0,0,0,0,0,0,damaged,82.04166667,82.04166667,82.04166667,10.87719806,1,7.322603124,0,0,9620,NA,19,NA
202,202-B-mono-1-S,B,4,mono,1,S,CS77020,,,,,,,,,,,,,,,,,,,,18,2.91,NA,NA,NA,0.0206,0,25,75,75,100,100,100,100,100,100,100,damaged,52.75,52.75,52.75,5.187052831,1,7.322603124,0,0,7213,25.62875,18,NA
203,203-B-pred-10-S,B,4,pred,10,S,CS76886,CS76721,CS76958,CS77197,CS76999,CS76693,CS78848,CS77196,CS77004,CS76692,,,,,,,,,,,19,1.33,NA,NA,NA,0.143,0,0,0,0,0,0,0,0,0,0,0,,85.44166667,91.5125,81.175,7.036374968,10,6.297566237,1.087420009,21.90513836,NA,NA,19,LF
204,204-B-mono-1-C,B,4,mono,1,C,CS76854,,,,,,,,,,,,,,,,,,,,20,17.79,0.33,1.202,0.275,0.2611,0,0,1,75,75,100,100,100,100,100,100,,52.5,52.5,52.5,7.538771008,1,7.322603124,0,0,9847,120.1477778,20,NA
205,205-B-mono-1-C,B,4,mono,1,C,CS76790,,,,,,,,,,,,,,,,,,,,16,8.12,0.19,0.503,0.378,0.1276,0,1,25,75,75,100,100,100,100,100,100,,55.875,55.875,55.875,5.881856565,1,7.322603124,0,0,88,70.23388889,16,NA
206,206-B-mono-1-C,B,4,mono,1,C,CS76572,,,,,,,,,,,,,,,,,,,,16,6.35,NA,NA,NA,0.061,0,0,0,0,25,50,50,75,75,75,75,,67.5,67.5,67.5,16.4954043,1,7.322603124,0,0,7298,46.98111111,18,NA
207,207-B-mono-1-C,B,4,mono,1,C,CS77190,,,,,,,,,,,,,,,,,,,,18,24.44,0.53,2.178,0.243,0.2444,0,0,0,0,0,0,0,75,100,100,100,,71.375,71.375,71.375,6.071059173,1,7.322603124,0,0,9886,147.5953846,18,NA
208,208-B-mono-1-S,B,4,mono,1,S,CS77126,,,,,,,,,,,,,,,,,,,,20,2.31,0.2,0.636,0.314,0.1615,0,0,1,75,75,75,75,75,100,100,100,,51.625,51.625,51.625,5.256160687,1,7.322603124,0,0,6943,69.2176,20,NA
209,209-B-mono-1-C,B,4,mono,1,C,CS76739,,,,,,,,,,,,,,,,,,,,19,14.58,0.24,1.445,0.166,NA,0,0,0,0,0,0,0,0,0,0,0,damaged,81.375,81.375,81.375,4.90198242,1,7.322603124,0,0,9527,NA,19,NA
210,210-B-mono-1-C,B,4,mono,1,C,CS76360,,,,,,,,,,,,,,,,,,,,16,9.64,0.33,1.354,0.244,0.3105,0,0,0,0,0,0,0,0,0,0,0,,60.875,60.875,60.875,6.67124573,1,7.322603124,0,0,9984,NA,16,NA
211,211-B-mono-1-S,B,4,mono,1,S,CS76721,,,,,,,,,,,,,,,,,,,,19,3.89,0.22,0.859,0.256,0.4064,0,0,0,0,0,0,0,0,0,0,0,,80.5,80.5,80.5,5.411741158,1,7.322603124,0,0,9828,NA,19,NA
212,212-B-mono-1-C,B,4,mono,1,C,CS77107,,,,,,,,,,,,,,,,,,,,20,5.9,0.3,1.581,0.19,0.3011,0,0,0,0,0,0,0,0,0,0,0,,61.625,61.625,61.625,7.533433731,1,7.322603124,0,0,9559,NA,20,NA
213,213-B-mono-1-C,B,4,mono,1,C,CS76632,,,,,,,,,,,,,,,,,,,,19,6.1,NA,NA,NA,0.0091,0,0,1,25,25,75,75,0,0,0,0,damaged,61.25,61.25,61.25,4.712952619,1,7.322603124,0,0,6982,59.08,20,NA
214,214-B-mono-1-S,B,4,mono,1,S,CS76513,,,,,,,,,,,,,,,,,,,,20,5.85,0.09,0.22,0.409,0.1921,0,1,25,50,50,100,100,100,100,100,100,damaged,57.5,57.5,57.5,5.229377078,1,7.322603124,0,0,7165,82.12647059,20,NA
215,215-B-mono-1-S,B,4,mono,1,S,CS77033,,,,,,,,,,,,,,,,,,,,20,13.93,0.21,0.945,0.222,1.1322,0,0,0,0,0,0,0,0,1,1,1,,79,79,79,5.129418302,1,7.322603124,0,0,9612,NA,20,NA
216,216-B-mono-1-C,B,4,mono,1,C,CS76649,,,,,,,,,,,,,,,,,,,,15,9.39,0.15,0.628,0.239,0.2883,0,25,50,75,75,100,100,100,100,100,100,,52,52,52,13.92728137,1,7.322603124,0,0,9606,104.0690909,15,NA
217,217-B-mono-1-S,B,5,mono,1,S,CS76632,,,,,,,,,,,,,,,,,,,,17,0.61,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,damaged,61.25,61.25,61.25,4.712952619,1,7.322603124,0,0,6982,NA,17,NA
218,218-B-mono-1-C,B,5,mono,1,C,CS76409,,,,,,,,,,,,,,,,,,,,16,9.72,0.29,1.207,0.24,0.2563,0,0,0,0,0,0,0,0,0,0,0,,88.16666668,88.16666668,88.16666668,6.435859961,1,7.322603124,0,0,9942,NA,16,NA
219,219-B-mono-1-C,B,5,mono,1,C,CS76721,,,,,,,,,,,,,,,,,,,,20,11.63,0.36,1.357,0.265,0.3886,0,0,0,0,0,0,0,0,0,0,0,,80.5,80.5,80.5,5.411741158,1,7.322603124,0,0,9828,NA,20,NA
220,220-B-mono-1-C,B,5,mono,1,C,CS77033,,,,,,,,,,,,,,,,,,,,17,9.24,0.57,2.02,0.282,0.2756,0,0,0,0,0,0,0,0,0,0,0,,79,79,79,5.129418302,1,7.322603124,0,0,9612,NA,17,NA
221,221-B-mono-1-S,B,5,mono,1,S,CS76441,,,,,,,,,,,,,,,,,,,,19,1.42,0.12,0.345,0.348,0.1891,0,0,0,0,0,0,0,0,0,0,0,,77.75,77.75,77.75,11.46153396,1,7.322603124,0,0,7014,NA,19,NA
222,222-B-pred-2-S,B,5,pred,2,S,CS76769,CS77197,,,,,,,,,,,,,,,,,,,19,7.39,NA,NA,NA,0.2132,0,0,0,0,0,0,0,0,0,0,0,,80.3125,89.22916667,71.39583333,4.519301139,2,6.774495553,0.559970631,3.945683148,NA,NA,19,SimClimFdiv
223,223-B-mono-1-C,B,5,mono,1,C,CS77387,,,,,,,,,,,,,,,,,,,,18,NA,NA,NA,NA,0.2492,0,25,100,100,100,100,100,100,100,100,100,,50.875,50.875,50.875,7.91471514,1,7.322603124,0,0,9590,108.0894118,18,NA
224,224-B-div-20-S,B,5,div,20,S,CS76632,CS76692,CS76642,CS76999,CS76360,CS76689,CS76769,CS77004,CS77001,CS77190,CS76953,CS77033,CS77006,CS76572,CS77020,CS76739,CS77002,CS77179,CS76721,CS76537,19,8.91,NA,NA,NA,0.1895,0,1,1,25,25,25,25,25,25,25,25,,71.27083333,82.0625,53.9875,7.071187809,20,6.335821238,0.977930202,32.63210932,NA,51.17,19,NA
225,225-B-pred-2-S,B,5,pred,2,S,CS77287,CS77387,,,,,,,,,,,,,,,,,,,20,0.81,NA,NA,NA,0.0401,0,25,25,75,75,75,100,100,100,100,100,,46.5,50,43,8.353470444,2,6.866742727,0.455717444,3.402526068,NA,38.218,20,EF
226,226-B-mono-1-C,B,5,mono,1,C,CS76691,,,,,,,,,,,,,,,,,,,,18,21.93,0.23,1.285,0.179,0.1959,0,0,0,0,0,0,0,0,0,0,0,,80.16666667,80.16666667,80.16666667,10.89288544,1,7.322603124,0,0,9619,NA,18,NA
227,227-B-mono-1-C,B,5,mono,1,C,CS77001,,,,,,,,,,,,,,,,,,,,20,15.85,0.23,0.871,0.264,0.1704,0,0,0,0,0,0,0,0,0,1,1,,60.375,60.375,60.375,6.971810948,1,7.322603124,0,0,9104,NA,20,NA
228,228-B-mono-1-S,B,5,mono,1,S,CS77004,,,,,,,,,,,,,,,,,,,,11,0.43,0.07,0.488,0.143,0.075,0,0,0,0,0,0,0,0,0,0,0,,81.5,81.5,81.5,6.971810948,1,7.322603124,0,0,9115,NA,11,NA
229,229-B-mono-1-S,B,5,mono,1,S,CS76693,,,,,,,,,,,,,,,,,,,,20,7.42,0.11,0.451,0.244,0.0809,0,0,0,0,0,0,0,0,0,0,0,,91.25,91.25,91.25,10.87719806,1,7.322603124,0,0,9621,NA,20,NA
230,230-B-mono-1-S,B,5,mono,1,S,CS76441,,,,,,,,,,,,,,,,,,,,20,4.31,0.13,0.551,0.236,NA,0,0,0,0,0,0,0,0,0,0,0,damaged,77.75,77.75,77.75,11.46153396,1,7.322603124,0,0,7014,NA,20,NA
231,231-B-pred-20-C,B,5,pred,20,C,CS77057,CS76836,CS76979,CS76739,CS76958,CS76978,CS77020,CS76996,CS77197,CS76632,CS76513,CS77179,CS77023,CS76999,CS77196,CS76409,CS76953,CS76706,CS76790,CS77126,20,6.67,NA,NA,NA,0.077,0,1,25,25,25,25,25,50,50,50,50,,71.95833334,91.8875,51.55,5.440695053,20,6.287499899,1.017848893,35.96299813,NA,68.19285714,20,SimClimFdiv
232,232-B-pred-10-C,B,5,pred,10,C,CS76886,CS76721,CS76958,CS77197,CS76999,CS76693,CS78848,CS77196,CS77004,CS76692,,,,,,,,,,,19,11.22,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,damaged,85.44166667,91.5125,81.175,7.036374968,10,6.297566237,1.087420009,21.90513836,NA,NA,19,LF
233,233-B-mono-1-C,B,5,mono,1,C,CS76886,,,,,,,,,,,,,,,,,,,,19,14.6,0.19,0.888,0.214,0.2064,0,0,0,0,0,0,0,0,0,0,0,damaged,92,92,92,8.630416859,1,7.322603124,0,0,9543,NA,19,NA
234,234-B-div-20-S,B,5,div,20,S,CS77002,CS77020,CS76689,CS76854,CS76998,CS76953,CS76632,CS76886,CS76390,CS77197,CS78848,CS78841,CS77287,CS77190,CS77023,CS76650,CS76739,CS76409,CS76473,CS76836,13,2.72,NA,NA,NA,0.0487,0,0,0,0,0,0,0,1,25,25,25,,73.23541667,92.375,52.6125,7.139030535,20,6.280674618,1.061042857,36.84464051,NA,NA,13,NA
235,235-B-mono-1-C,B,5,mono,1,C,CS76632,,,,,,,,,,,,,,,,,,,,20,1.56,NA,NA,NA,0.0852,0,1,25,100,100,100,100,100,100,100,100,,61.25,61.25,61.25,4.712952619,1,7.322603124,0,0,6982,135.22,20,NA
236,236-B-mono-1-S,B,5,mono,1,S,CS76360,,,,,,,,,,,,,,,,,,,,12,0.12,NA,NA,NA,0.0088,0,0,0,0,0,0,0,0,0,0,0,,60.875,60.875,60.875,6.67124573,1,7.322603124,0,0,9984,NA,12,NA
